R_Type,#,Barcodes,Location,Row,Column,Original Name,compound_name,core_common_name,substituents,conjugation,side_chain_group,salt,SMILES_unsalted,core_alkene,mw_g_mol,formula,state,concentration_mM
BA,561,R-RJG7W8,MUnCBA,6,7,3aOH 12=O CO2H,"3a,12k-C24oic(OH)(O)",NA,3a_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,569,R-6A7NB8,MUnCBA,7,5,"3aOH, 12=O Co2H (impure)","3a,12k-C24oic(OH)(O)",NA,3a_12k,NA,carboxylic_acid,NA,,NA,,,,
BA,348,r-jz73n5,BADer,8,9,23Cl 3a HCO2 12k [name & structure don't match],"3a,12k,23(Cl)-C24oic(OH)(O)(Cl)",NA,3a_12k_23,NA,carboxylic_acid,NA,,NA,,,,
BA,491,R-FHE578,UnCBA,9,7,3a delta22,"3a,22Δ-C24oic(OH)(C=C)",NA,3a,NA,carboxylic_acid,NA,,22_23,,,,
BA,578,R-JCD6UP,MUnCBA,8,4,3aOH delta22 [structure],"3a,22Δ-C24oic(OH)(C=C)",NA,3a,NA,carboxylic_acid,NA,,22_23,,,,
BA,296,R-4XQPE3,BADer,3,7,"23 (R,S) benzyloxy lithocholic acid","3a,23(OBn)-C24oic(OH)(OBn)",NA,3a_23,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(OCC5=CC=CC=C5)C(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@]2([H])C1,NA,,,,
BA,299,R-9K6EDF,BADer,3,10,23 (R) benzyloxy LCA (both),"3a,23R-C24oic(OH)2",NA,3a_23,NA,carboxylic_acid,NA,,NA,,,,
BA,308,R-PCKCUV,BADer,4,9,23 (R) benzyloxy LCA,"3a,23R(OBn)-C24oic(OH)(OBn)",NA,3a_23R,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)C[C@@H](OCC5=CC=CC=C5)C(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@]2([H])C1,NA,,,,
BA,295,R-2P2MF4,BADer,3,6,23(S) benzyloxy LC 4,"3a,23S(OBn)-C24oic(OH)(OBn)",NA,3a_23S,NA,carboxylic_acid,NA,,NA,,,,
BA,297,R-7F99JT,BADer,3,8,"23 ""S"" benzyloxy LCA","3a,23S(OBn)-C24oic(OH)(OBn)",NA,3a_23S,NA,carboxylic_acid,NA,,NA,,,,
BA,307,R-N6V5GX,BADer,4,8,23 (S) benzyloxy LCA,"3a,23S(OBn)-C24oic(OH)(OBn)",NA,3a_23S,NA,carboxylic_acid,NA,,NA,,,,
BA,833,R-CPKDMH,RDF1V,12,NA,Lithocholic Acid-d4 [1mg],"3a,4Δ-C24oic(OH)(C=C)",NA,3a,NA,carboxylic_acid,NA,,4_5,,,,
BA,837,R-284653,RDF1V,16,NA,Lithocholic Acid-d4 ([liquid],"3a,4Δ-C24oic(OH)(C=C)",NA,3a,NA,carboxylic_acid,NA,,4_5,,,liquid,
BA,834,R-HD2BH7,RDF1V,13,NA,Cholic Acid-d4 5mg [liquid],"3a,4Δ,7a,12a,-C24oic(OH)3(C=C)",NA,3a_7a_12a,NA,carboxylic_acid,NA,,4_5,,,liquid,
BA,522,R-VWN8GU,MUnCBA,2,9,"Norhyodeoxycholic Acid (C23, 3aOH, 6aOH)","3a,6a-C23oic(OH)2",NA,3a_6a,NA,carboxylic_acid,NA,,NA,,,,
BA,547,R-3U6CC6,MUnCBA,5,3,Norhyodeoxycholic Acid (n-HDC) not pure,"3a,6a-C23oic(OH)2",NA,3a_6a,NA,carboxylic_acid,NA,,NA,,,,
BA,319,r-8c32xz,BADer,5,10,"Methyl ester of hyodeoxycholic acid (3a,6a dihyhroxy)","3a,6a-C24methyl-oate(OH)2",NA,3a_6a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,312,R-VFT58M,BADer,5,3,"Methyl hyocholate; 3a, 6a, 7a -trihydroxy- 5b methyl cholan-24 oate","3a,6a,7a-C24methyl-oate(OH)3",NA,3a_6a_7a,Methyl_ester,methyl_ester,NA,,NA,,,,
BA,482,R-YUDC9U,UnCBA,8,8,3a 6a 7k,"3a,6a,7k-C24oic(OH)2(O)",NA,3a_6a_7k,NA,carboxylic_acid,NA,O[C@@H](C[C@@]1([H])[C@H]2O)CC[C@]1(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C2=O,NA,,,,
BA,499,R-TJAA9G,UnCBA,10,5,3a 6a 7k,"3a,6a,7k-C24oic(OH)2(O)",NA,3a_6a_7k,NA,carboxylic_acid,NA,O[C@@H](C[C@@]1([H])[C@H]2O)CC[C@]1(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C2=O,NA,,,,
BA,473,R-K4K6AY,UnCBA,7,7,3a 6b (C23),"3a,6b-C23oic(OH)2",NA,3a_6b,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@@H](O)[C@]2([H])C1,NA,,,,
BA,196,R-38KPWM,UCFBA,3,8,3a 6b dihydroxy cholanoic acid,"3a,6b-C24oic(OH)2",NA,3a_6b,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@@H](O)[C@]2([H])C1,NA,,,,
BA,554,R-DXBVZH,MUnCBA,5,10,"3aOH, 6bOH, COO- Na+ pure","3a,6b-C24oic(OH)2",NA,3a_6b,NA,carboxylic_acid,Sodium,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C[C@@H](O)[C@]2([H])C1,NA,,,,
BA,278,R-8KYDV7,BADer,1,10,24 5b 3a OH 6k CO2Me (impure),"3a,6k-C24methyl-oate(OH)(O)",NA,3a_6k,Methyl_ester,methyl_ester,NA,O[C@@H](C[C@@]12[H])CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(OC)=O)CC[C@@]4([H])[C@]3([H])CC1=O,NA,,,,
BA,443,R-5TK6H7,UnCBA,3,9,3a 6k,"3a,6k-C24oic(OH)(O)",NA,3a_6k,NA,carboxylic_acid,NA,O[C@@H](C[C@@]12[H])CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC1=O,NA,,,,
BA,430,R-HBFB25,UnCBA,2,4,3a 7OAc 12a,"3a,7(OAc),12a-C24oic(OH)2(OAc)",NA,3a_7_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C(OC(C)=O)C[C@]2([H])C1,NA,,,,
BA,359,r-6m9bqy,BADer,9,10,"7-ethylene thioketal of methyl 3a,12a dihydroxy-7-oxo-cholanate","3a,7(SCCS),12a-C24methyl-oate(OH)2(SCCS)",NA,3a_7_12a,Methyl_ester,methyl_ester,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])C5(SCCS5)C[C@]2([H])C1,NA,,,,
BA,268,R-RRG9YQ,UCFBA,10,10,Bisnorcheno-deoxycholic acid (impure),"3a,7a-C22oic(OH)2",NA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)C(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,455,R-PMMEV2,UnCBA,5,5,3a 7a (C22),"3a,7a-C22oic(OH)2",NA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)C(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,244,R-GZFKZU,UCFBA,8,6,NCDC (impure),"3a,7a-C23oic(OH)2",NA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,458,R-V8R5QT,UnCBA,5,8,3a 7a (C23),"3a,7a-C23oic(OH)2",NA,3a_7b,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,576,R-G8M7DY,MUnCBA,8,2,Norcheno C23 impure,"3a,7a-C23oic(OH)2",NA,3a_7a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CC(O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,364,r-cs7bs8,BADer,10,6,methyl cholate (pure),"3a,7a,12-C24methyl-oate(OH)3",NA,3a_7a_12a,Methyl_ester,methyl_ester,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(OC)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,316,R-2QAZ8K,BADer,5,7,3a 7a dihydroxy 12 thioketal Me ester,"3a,7a,12(SCCS)-C24methyl-oate(OH)2(SCCS)",NA,3a_7a_12,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(OC)=O)C)[C@](C)4C5(SCCS5)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,453,R-MPGEM8,UnCBA,5,3,3a 7a 12a (C22),"3a,7a,12a-C22oic(OH)3",NA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](C(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,553,R-CVHKUF,MUnCBA,5,9,Bisnorcholic Acid (C22),"3a,7a,12a-C22oic(OH)3",NA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](C(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,462,R-2JNQDB,UnCBA,6,4,3a 7a 12a 23-NH2,"3a,7a,12a-C23amine(OH)3)",NA,3a_7a_12a_23,NA,amine,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCN)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,472,R-HJ7KZZ,UnCBA,7,6,3a 7a 12a (C23),"3a,7a,12a-C23oic(OH)3",NA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,542,R-U3KU47,MUnCBA,4,8,Norcholic Acid,"3a,7a,12a-C23oic(OH)3",NA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,336,r-zm3kma,BADer,7,7,nPropyl ester of cholic acid ,"3a,7a,12a-C24(N-propyl)-oate(OH)3",NA,3a_7a_12a,N_Propyl_ester,N_propyl_ester,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(OC(C)C)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,662,R-MHXVSY,UnuBAC,6,2,Cholic Acid Amidated (c-N-propane),"3a,7a,12a-C24[N-propylamide](OH)3",NA,3a_7a_12a,N-propylamide,amide,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(NC(CC)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,601,R-PBRN2G,MUnCBA,10,6,Cholylamide,"3a,7a,12a-C24amide(OH)3",NA,3a_7a_12a,Amide,amide,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,320,r-28ud8t,BADer,6,1,Cholate methyl ester,"3a,7a,12a-C24methyl-oate(OH)3",NA,3a_7a_12a,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(OC)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,354,r-vr4hwu,BADer,9,5,Methyl cholate (pure),"3a,7a,12a-C24methyl-oate(OH)3",NA,3a_7a_12a,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(OC)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,454,R-NAFFVV,UnCBA,5,4,homo 3a 7a 12a (C25),"3a,7a,12a-C25oic(OH)3",NA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCCC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,494,R-KCZQFT,UnCBA,9,10,3a 7a 12a delta22,"3a,7a,12a,22Δ-C24oic(OH)3(C=C)",NA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](/C=C/C(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],22_23,,,,
BA,356,r-yhfkdt,BADer,9,7,23 Bromo methyl cholate,"3a,7a,12a,23(Br)-C24methyl-oate(OH)3(Br)",NA,3a_7a_12a_23,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CC(Br)C(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,573,R-BZE9XH,MUnCBA,7,9,"23-amino-3a, 7a, 12a-trihyodeoxy-24-nor-cholane (5b) hydrochloride","3a,7a,12a,23(NH2)-C23amine(OH)3(NH2)",NA,3a_7a_12a_23,NA,NA,NA,O[C@H]1C[C@]2(C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCN)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1)[H],NA,,,,
BA,832,R-FB8SXA,RDF1V,11,NA,Cholic-Acid-d4 [5mg],"3a,7a,12a,4Δ-C24oic(OH)3(C=C)",NA,3a_7a_12a,NA,carboxylic_acid,NA,O[C@H]1C=C2C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1,4_5,,,,
BA,229,R-R7CZK2,UCFBA,7,1,3a 7a diOH COOMe 12b OH 12a D,"3a,7a,12b-C24methyl-oate(OH)3",NA,3a_7a_12b,NA,methyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(OC)=O)C)[C@](C)4[C@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,485,R-6BEZKY,UnCBA,9,1,3a 7a 12b (red label),"3a,7a,12b-C24oic(OH)3",NA,3a_7a_12b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4[C@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,493,R-HMSR92,UnCBA,9,9,3a 7a 12b,"3a,7a,12b-C24oic(OH)3",NA,3a_7a_12b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4[C@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,548,R-5VXCQK,MUnCBA,5,4,3a 7a 12b 5b C24 oic,"3a,7a,12b-C24oic(OH)3",NA,3a_7a_12b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4[C@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,185,R-72AE3E,UCFBA,2,7,3a 7a dihydroxy 12K cholanoic acid,"3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,NA,carboxylic_acid,NA,O[C@H](CC[C@@]1([C@@](C2)3[H])C)C[C@@]1([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4C2=O,NA,,,,
BA,254,R-3ZPJXW,UCFBA,9,6,3a 7a-dihydroxy 12K cholanate Na+ salt,"3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,NA,carboxylic_acid,Sodium,O[C@H](CC[C@@]1([C@@](C2)3[H])C)C[C@@]1([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4C2=O,NA,,,,
BA,450,R-GV7K5D,UnCBA,4,8,3a 7a 12k,"3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,NA,carboxylic_acid,NA,O[C@H](CC[C@@]1([C@@](C2)3[H])C)C[C@@]1([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4C2=O,NA,,,,
BA,495,R-MV577A,UnCBA,10,1,3a 7a 12k,"3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,NA,carboxylic_acid,NA,O[C@H](CC[C@@]1([C@@](C2)3[H])C)C[C@@]1([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4C2=O,NA,,,,
BA,552,R-BEVAKX,MUnCBA,5,8,"3aOH, 7aOH, 12=O, COOH","3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,NA,carboxylic_acid,NA,O[C@H](CC[C@@]1([C@@](C2)3[H])C)C[C@@]1([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CC[C@H]([C@@H](CCC(O)=O)C)[C@](C)4C2=O,NA,,,,
BA,191,R-2DNARH,UCFBA,3,3,3a 7a 16a COOH,"3a,7a,16a-C24oic(OH)3",NA,3a_7a_16a,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])C[C@@H](O)C([C@@H](CCC(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,282,R-EKZZVJ,BADer,2,4,3a 7a 23 (R+S) triOH Me ester,"3a,7a,23-C24methyl-oate(OH)3",NA,3a_7a_23,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CC(O)C(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,284,R-H5WZBZ,BADer,2,6,3a 7a 23 (R+S) OH3 Me ester,"3a,7a,23-C24methyl-oate(OH)3",NA,3a_7a_23,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CC(O)C(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,438,R-VYRWJ7,UnCBA,3,4,3a 7a 23 Ethyl (C26),"3a,7a,23(Et)-C24oic(OH)2(Et)",NA,3a_7a_23,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CC(CC)C(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,305,R-HGDBMQ,BADer,4,6,23 Bz - CDC S,"3a,7a,23(OBn)-C24oic(OH)2(OBn)",NA,3a_7a_23,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CC(OC5=CC=CC=C5)C(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,283,R-GCK2KK,BADer,2,5,"""R- PCA Me Ester"" 23(R) OH CDC Me Ester","3a,7a,23R-C24methyl-oate(OH)3",NA,3a_7a_23R,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](C[C@@H](O)C(OC)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,286,R-MSTH3Z,BADer,2,7,S Phocaech (23-S-OH CDC),"3a,7a,23S-C24oic(OH)3",NA,3a_7a_23S,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](C[C@H](O)C(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,466,R-37H84T,UnCBA,6,8,3a 7a 12a 7bMe (C25),"3a,7a,7b(Me),12a-C24oic(OH)3(Me)",NA,3a_7a_7b_12a,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@@](C)(O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,470,R-F9KKYU,UnCBA,7,4,3a 7b 7a-methyl (C25),"3a,7a(Me),7b-C24oic(OH)2(Me)",NA,3a_7a_7b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@](C)(O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,441,R-ZRN9Q6,UnCBA,3,7,3a 7b (C22),"3a,7b-C22oic(OH)2",NA,3a_7b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](C(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,481,R-X7KVDK,UnCBA,8,7,3a 7b (C23),"3a,7b-C23oic(OH)2",NA,3a_7b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CC(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,567,R-2B227N,MUnCBA,7,3,nor-Ursodeoxycholic acid (impure),"3a,7b-C23oic(OH)2 ",NA,3a_7b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CC(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,568,R-4E25RM,MUnCBA,7,4,nor-Ursodeoxycholic acid (impure) (~4% dinor UDCA),"3a,7b-C23oic(OH)2 [~4% 3a,7b-C22oic(OH)2]",NA,3a_7b,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CC(O)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,327,r-jm8j7t,BADer,6,8,"UDCA, ethyl ester (pure)","3a,7b-C24ethyl-oate(OH)2",NA,3a_7b,Ethyl_ester,ethyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(OCC)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,328,r-nafvsw,BADer,6,9,"UDCA, ethyl ester","3a,7b-C24ethyl-oate(OH)2",NA,3a_7b,Ethyl_ester,ethyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(OCC)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,323,r-dcpjet,BADer,6,4,Me UDCA/ UDC me,"3a,7b-C24methyl-oate(OH)2",NA,3a_7b,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(OC)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,324,r-fd2eqq,BADer,6,5,"UDCA (3a,7b) methyl ester","3a,7b-C24methyl-oate(OH)2",NA,3a_7b,Methyl_ester,methyl_ester,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(OC)=O)C)[C@](C)4CC[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,461,R-YTTAF3,UnCBA,6,3,3b 7b 12a [dead spider vial],"3a,7b,12a-C24oic(OH)3",UCA,3a_7b_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,465,R-7SHX3F,UnCBA,6,7,3a 7b 12a,"3a,7b,12a-C24oic(OH)3",UCA,3a_7b_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,496,R-NQV6FV,UnCBA,10,2,3a 7b 12a,"3a,7b,12a-C24oic(OH)3",UCA,3a_7b_12a,NA,carboxylic_acid,NA,O[C@H]1C[C@@]2([H])C[C@H](O)[C@@]3([H])[C@]4([H])CCC([C@@H](CCC(O)=O)C)[C@](C)4[C@@H](O)C[C@@]([H])3[C@@]2(C)CC1,NA,,,,
BA,289,R-SE7VNW,BADer,2,10,Delta22 Me Urso (not pure),"3a,7b,12a,22Δ-C24oic(OH)3(C=C)",NA,3a_7b_12a,Methyl_ester,methyl_ester,NA,,22_23,,,,
