R_Type,#,Barcodes,Location,Row,Column,Original Name,compound_name,core_common_name,substituents,conjugation,side_chain_group,salt,SMILES_unsalted,core_alkene,mw_g_mol,formula,state,concentration_mM
BA,227,R-A9AWCC,UCFBA,6,9,DCA Deoxycholic Acid (purity unknown),DCA,DCA,3a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C4,NA,,,,
BA,231,R-FPP7JM,UCFBA,7,3,DCA Deoxycholic Acid,DCA,DCA,3a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C5,NA,,,,
BA,232,R-VXFXDJ,UCFBA,7,4,DCA Deoxycholic Acid,DCA,DCA,3a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C6,NA,,,,
BA,240,R-QJ6C65,UCFBA,8,2,Deoxycholic acid (pure),DCA,DCA,3a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C7,NA,,,,
BA,451,R-HHVYZS,UnCBA,4,9,3a 12a,DCA,DCA,3a_12a,NA,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C8,NA,,,,
BA,209,R-XG4KQ5,UCFBA,5,1,Dehydrocholic Acid,DHCA,DHCA,3k_7k_12k,NA,carboxylic_acid,NA,O=C(C[C@@]1([H])CC([C@@]2([H])[C@]3([H])CC[C@@H]([C@]34C)[C@H](C)CCC(O)=O)=O)CC[C@]1(C)[C@@]2([H])CC4=O,NA,,,,
BA,260,R-CUPA6K,UCFBA,10,2,Dehyrocholic acid 3k 7k 12k (purity unknown),DHCA,DHCA,3k_7k_12k,NA,carboxylic_acid,NA,O=C(C[C@@]1([H])CC([C@@]2([H])[C@]3([H])CC[C@@H]([C@]34C)[C@H](C)CCC(O)=O)=O)CC[C@]1(C)[C@@]2([H])CC4=O,NA,,,,
BA,445,R-9UWGZP,UnCBA,4,3,3k 7k 12k,DHCA,DHCA,3k_7k_12k,NA,carboxylic_acid,NA,O=C(C[C@@]1([H])CC([C@@]2([H])[C@]3([H])CC[C@@H]([C@]34C)[C@H](C)CCC(O)=O)=O)CC[C@]1(C)[C@@]2([H])CC4=O,NA,,,,
BA,536,R-J7Q257,MUnCBA,4,2,Dehydrocholic Acid Na+ salt,DHCA,DHCA,3k_7k_12k,NA,carboxylic_acid,Sodium,O=C(C[C@@]1([H])CC([C@@]2([H])[C@]3([H])CC[C@@H]([C@]34C)[C@H](C)CCC(O)=O)=O)CC[C@]1(C)[C@@]2([H])CC4=O,NA,,,,
Amine,820,R-QA6B35,SHLFR,19,NA,DL-Carnitine hydrochloride,DL-Carnitine hydrochloride,NA,NA,NA,,NA,,,,,,
BA,696,R-64P3RZ,EGBAs,1,7,Glu-CDCA,Glu-CDCA,CDCA,3a_7a,Glu,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCC(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@]2([H])C1,NA,,,,
BA,698,R-BS9NDR,EGBAs,1,9,Glu-DCA,Glu-DCA,DCA,3a_12a,Glu,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCC(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])CC[C@@]([H])2C1,NA,,,,
BA,697,R-ADZJTT,EGBAs,1,8,Glu-UDCA,Glu-UDCA,UDCA,3a_7b,Glu,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCC(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])[C@@H](O)C[C@]2([H])C1,NA,,,,
BA,699,R-DXDPJK,EGBAs,1,10,Gluc-HDCA,Gluc-HDCA,HDCA,3a_6a,Glu,carboxylic_acid,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)CCC(N[C@@H](CCC(O)=O)C(O)=O)=O)CC[C@@]4([H])[C@]3([H])C[C@H](O)[C@]2([H])C1,NA,,,,
BA,647,R-UMY3MS,UnuBAC,4,8,Cholylglucosamide,Glucosamide-CA,CA,3a_7a_12a,Glucosamide,glucosamide,NA,,NA,,,,
BA,612,R-8ZPWP3,UnuBAC,1,7,Cholylglucosamine,Glucosamine-CA,CA,3a_7a_12a,Glucosamine,glucosamine,NA,O[C@@H]1CC[C@]2(C)[C@@]3([H])C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(N[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C=O)=O)CC[C@@]4([H])[C@]3([H])[C@H](O)C[C@@]([H])2C1,NA,,,,
BA,70,R-BADFPG,GlyCBA,8,2,Glyco 12a COOH,Gly-12a-C24oic(OH),NA,12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,73,R-FYDG8M,GlyCBA,8,5,Glyco 12a-OH COOH impure,Gly-12a-C24oic(OH),NA,12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,415,R-S69PAR,FlaBA,6,7,12a glycine,Gly-12a-C24oic(OH),NA,12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,79,R-RB6YPW,GlyCBA,9,1,Glyco Nor lithocholic acid,Gly-3a-C23oic(OH),NA,3a,Gly,carboxylic_acid,NA,,NA,,,,
BA,410,R-J97B76,FlaBA,6,2,3a glycine (C23),Gly-3a-C23oic(OH),NA,3a,Gly,carboxylic_acid,NA,,NA,,,,
BA,1,R-2REA7Z,GlyCBA,1,1,Lithocholyl glycine ethyl ester ,Gly-3a-C24ethyl-oate(OH),NA,3a,Gly,ethyl_ester,NA,,NA,,,,
BA,11,R-GUCX9Q,GlyCBA,2,3,lithocholyl glycine ethyl ester,Gly-3a-C24ethyl-oate(OH),NA,3a,Gly,ethyl_ester,NA,,NA,,,,
BA,15,R-PHK3PB,GlyCBA,2,7,Lithocholyl glycine ethyl ester (pure),Gly-3a-C24ethyl-oate(OH),NA,3a,Gly,ethyl_ester,NA,,NA,,,,
BA,426,R-B9XTM2,FlaBA,7,8,3a glycine ethyl ester,Gly-3a-C24oic(OH),NA,3a,Gly,carboxylic_acid,NA,,NA,,,,
BA,422,R-5MSH7U,FlaBA,7,4,3a 12a glycine (C23),"Gly-3a,12a-C23oic(OH)2",NA,3a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,17,R-RSQNWY,GlyCBA,2,9,deoxylcholyl glycine ethyl ester,"Gly-3a,12a-C24ethyl-oate(OH)2",NA,3a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,417,R-VWRZBD,FlaBA,6,9,3a 12a glycine ethyl ester,"Gly-3a,12a-C24oic(OH)2",NA,3a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,408,R-GHF78X,FlaBA,5,10,3a 12k glycine,"Gly-3a,12k-C24oic(OH)(O)",NA,3a_12k,Gly,carboxylic_acid,NA,,NA,,,,
BA,61,R-WNNTXF,GlyCBA,7,3,"Glyco 3a, 12K COOH","Gly-3a,12k-C24oic(OH)2",NA,3a_12k,Gly,carboxylic_acid,NA,,NA,,,,
BA,84,R-ZJVV3V,GlyCBA,9,6,3a 6b glycine - Na+,"Gly-3a,6b-C24oic(OH)2",NA,3a_6b,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,407,R-EEN7QH,FlaBA,5,9,3a 6b glycine,"Gly-3a,6b-C24oic(OH)2",NA,3a_6b,Gly,carboxylic_acid,NA,,NA,,,,
BA,10,R-EMDHTQ,GlyCBA,2,2,Chenodeoxy-cholyl glycine ethyl ester,"Gly-3a,7a-C24ethyl-oate(OH)2",NA,3a_7a,Gly,ethyl_ester,NA,,NA,,,,
BA,38,R-S3JD2H,GlyCBA,4,10,chenodeoxycholyl-glycine ethyl ether (crude product),"Gly-3a,7a-C24ethyl-oate(OH)2",NA,3a_7a,Gly,ethyl_ester,NA,,NA,,,,
BA,64,R-4GNZ7J,GlyCBA,7,6,chenodeoxycholyl glycine ethyl ester (pure),"Gly-3a,7a-C24ethyl-oate(OH)2",NA,3a_7a,Gly,ethyl_ester,NA,,NA,,,,
BA,404,R-94W8MD,FlaBA,5,6,3a 7a glycine ethyl ester,"Gly-3a,7a-C24ethyl-oate(OH)2",NA,3a_7a,Gly,ethyl_ester,NA,,NA,,,,
BA,14,R-MMAV2A,GlyCBA,2,6,CDC-gly prob. Me ester,"Gly-3a,7a-C24methyl-oate(OH)2",NA,3a_7a,Gly,methyl_ester,NA,,NA,,,,
BA,12,R-J2NSB4,GlyCBA,2,4,cholyl glycine ethyl ester (pure),"Gly-3a,7a,12a-C24ethyl-oate(OH)3",NA,3a_7a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,13,R-KEJYRK,GlyCBA,2,5,cholyl glycine ethyl ester OK (pure),"Gly-3a,7a,12a-C24ethyl-oate(OH)3",NA,3a_7a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,16,R-QMHXGW,GlyCBA,2,8,Cholyl glycine ethyl ester (pure),"Gly-3a,7a,12a-C24ethyl-oate(OH)3",NA,3a_7a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,425,R-6265E9,FlaBA,7,7,3a 7a 12a glycine ethyl ester,"Gly-3a,7a,12a-C24oic(OH3)",NA,3a_7a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,22,R-4CNP43,GlyCBA,3,4,"3a OH, 7a OH, 1/2, 12k-glycine","Gly-3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,Gly,carboxylic_acid,NA,,NA,,,,
BA,32,R-HBESSH,GlyCBA,4,4,"G-3a,7a, 12K","Gly-3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,Gly,carboxylic_acid,NA,,NA,,,,
BA,33,R-J6NTPM,GlyCBA,4,5,"3a OH, 7a OH, 12K glycine","Gly-3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,Gly,carboxylic_acid,NA,,NA,,,,
BA,36,R-PHK9QT,GlyCBA,4,8,Glyco 3a OH 7a OH 12K,"Gly-3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,Gly,carboxylic_acid,NA,,NA,,,,
BA,402,R-7MYBB2,FlaBA,5,4,3a 7a 12k glycine,"Gly-3a,7a,12k-C24oic(OH)2(O)",NA,3a_7a_12k,Gly,carboxylic_acid,NA,,NA,,,,
BA,413,R-P2K56T,FlaBA,6,5,3a 7b glycine (C23),"Gly-3a,7b-C23oic(OH)2",NA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,18,R-TQFYH7,GlyCBA,2,10,ursodeoxy-cholyl glycine ethyl ester,"Gly-3a,7b-C24ethyl-oate(OH)2",NA,3a_7b,Gly,ethyl_ester,NA,,NA,,,,
BA,416,R-UB2FRR,FlaBA,6,8,3a 7b diMe glycine,"Gly-3a,7b-C24oic(OH)2",NA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,405,R-AYFM57,FlaBA,5,7,3a 7k glycine,"Gly-3a,7k-C24oic(OH)(O)",NA,3a_7k,Gly,carboxylic_acid,NA,,NA,,,,
BA,62,R-XUXJ45,GlyCBA,7,4,Glyco 3a 7K COOH (pure),"Gly-3a,7k-C24oic(OH)2",NA,3a_7k,Gly,carboxylic_acid,NA,,NA,,,,
BA,59,R-S63F4F,GlyCBA,7,1,"glyco 3B,12a COOH","Gly-3b,12a-C24oic(OH)2",NA,3b_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,399,R-ZB6447,FlaBA,5,1,3b 12a glycine,"Gly-3b,12a-C24oic(OH)2",NA,3b_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,55,R-KNYCU2,GlyCBA,6,7,Glyco 3B OH 7a OH COOH,"Gly-3b,7a-C24oic(OH)2",NA,3b_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,400,R-2YYQ4U,FlaBA,5,2,3b 7a glycine,"Gly-3b,7a-C24oic(OH)2",NA,3b_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,69,R-A7SFQT,GlyCBA,8,1,Glyco 3K COOH,Gly-3k-C24oic(O),NA,3k,Gly,carboxylic_acid,NA,,NA,,,,
BA,411,R-M3DZ7W,FlaBA,6,3,3k glycine,Gly-3k-C24oic(O),NA,3k,Gly,carboxylic_acid,NA,,NA,,,,
BA,71,R-D7R7VD,GlyCBA,8,3,"G-3K,12a OH COOH","Gly-3k,12a-C24oic(OH)(O)",NA,3k_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,412,R-MX8Y76,FlaBA,6,4,3k 12a glycine,"Gly-3k,12a-C24oic(OH)(O)",NA,3k_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,46,R-8W86C6,GlyCBA,5,8,Glyco 3K 7a OH COOH,"Gly-3k,7a-C24oic(OH)(O)",NA,3k_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,406,R-CN77ZR,FlaBA,5,8,3k 7a glycine,"Gly-3k,7a-C24oic(OH)(O)",NA,3k_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,85,R-4H5C2K,GlyCBA,9,7,Glyco 7a -OH COOH,Gly-7a-C24oic(OH),NA,7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,423,R-7NDUV6,FlaBA,7,5,7a glycine,Gly-7a-C24oic(OH),NA,7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,5,R-9EEUXJ,GlyCBA,1,5,Glyco 7a-12a ethyl ester,"Gly-7a,12a-C24ethyl-oate(OH)2",NA,7a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,67,R-8ZBRW2,GlyCBA,7,9,Glyco 7a 12a ethyl ester,"Gly-7a,12a-C24ethyl-oate(OH)2",NA,7a_12a,Gly,ethyl_ester,NA,,NA,,,,
BA,39,R-TQTFEZ,GlyCBA,5,1,Glyco 7a 12a dihydroxy cholanoic acid ,"Gly-7a,12a-C24oic(OH)2",NA,7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,44,R-5KW5PQ,GlyCBA,5,6,Glyco 7a 12a dihydroxy 5B cholanoic acid sodium salt,"Gly-7a,12a-C24oic(OH)2",NA,7a_12a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,50,R-CN8DE7,GlyCBA,6,2,Glyco 7a 12a dihydroxyl cholanoic acid (~95% pure),"Gly-7a,12a-C24oic(OH)2",NA,7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,56,R-MYGYX8,GlyCBA,6,8,Glyco 7a 12a diOH COOH (pure),"Gly-7a,12a-C24oic(OH)2",NA,7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,57,R-QA9KS6,GlyCBA,6,9,Glyco 7a 12a diOH COOH (pure),"Gly-7a,12a-C24oic(OH)2",NA,7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,420,R-ZPVDE6,FlaBA,7,2,7a 12a glycine,"Gly-7a,12a-C24oic(OH)2",NA,7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,86,R-5Z4M6E,GlyCBA,9,8,"7a,12a OH 5B cholanoyl glycine","Gly-7a,12a,5b-C24oic(OH)3",NA,7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,81,R-V5D8GC,GlyCBA,9,3,Glyco Nor Deoxycholic acid,Gly-C23oic-DCA,NA,3a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,8,R-C6W3FY,GlyCBA,1,8,glyco nor ursodeoxycholic acid,Gly-C23oic-UDCA,NA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,19,R-W6PQWA,GlyCBA,3,1,glycocholic impure,Gly-CA,CA,3a_7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,20,R-XHFB9V,GlyCBA,3,2,Glycocholate Na+,Gly-CA,CA,3a_7a_12a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,23,R-5E7RUN,GlyCBA,3,5,glycocholic acid,Gly-CA,CA,3a_7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,43,R-4CUQSE,GlyCBA,5,5,Glycocholate Na+ pure,Gly-CA,CA,3a_7a_12a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,414,R-RAF97T,FlaBA,6,6,3a 7a 12a glycine,Gly-CA,CA,3a_7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,802,r-vt65zv,SHLFR,1,NA,Glycocholic Acid hydrate (>97%),Gly-CA,CA,3a_7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,826,R-QGQD3N,RDF1V,5,NA,Glycocholic Acid [500mg],Gly-CA,CA,3a_7a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,21,R-YTPUHV,GlyCBA,3,3,GCDC acid (almost pure),Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,28,R-AXY2ZF,GlyCBA,3,10,Glycochenodeoxycholate (pure),Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,30,R-E6HRMA,GlyCBA,4,2,GCDC Acid,Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,42,R-YUPHT3,GlyCBA,5,4,CDC-glycine acid ,Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,45,R-6VN8JJ,GlyCBA,5,7,Glyco CDC Ca2+ salt,Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,Calcium,,NA,,,,
BA,48,R-664ZMD,GlyCBA,5,10,G CDC-acid (almost pure),Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,51,R-E528JH,GlyCBA,6,3,Glycochenodeoxycholate Na Salt 7-21,Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,53,R-HFKXUP,GlyCBA,6,5,Glycochenodeoxycholate Na salt 18-33,Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,54,R-JEH4PE,GlyCBA,6,6,Na Glycocheno (pure >99%),Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,63,R-Z6VDQ5,GlyCBA,7,5,Glyco chenodeoxycholate Na+ (pure),Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,65,R-5VZGNC,GlyCBA,7,7,Glyco chenodeoxycholic acid (pure),Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,66,R-6YZUCK,GlyCBA,7,8,Na+ Glycochenodeoxycholate,Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,82,R-WRZBSG,GlyCBA,9,4,Glyco chenodeoxycholate Na+ (pure),Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,424,R-9F7RCJ,FlaBA,7,6,3a 7a glycine,Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,823,R-V5KVQQ,RDF1V,2,NA,"GCDCA, Sodium glycochenodeoxycholate",Gly-CDCA,CDCA,3a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,7,R-AWZZWE,GlyCBA,1,7,calcium glyco-deoxycholate,Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,Calcium,,NA,,,,
BA,25,R-7RS4Y8,GlyCBA,3,7,"DC-glycine, Na sigma",Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,26,R-9TTGVE,GlyCBA,3,8,Glycodeoxycholic Acid (OK pure),Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,35,R-MWTTJP,GlyCBA,4,7,Glycodeoxycholate Na+,Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,40,R-WESYNW,GlyCBA,5,2,Glyco Deoxycholic acid,Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,41,R-XKYUH3,GlyCBA,5,3,Glyco Deoxycholate Na+ salt,Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,83,R-YE4ANW,GlyCBA,9,5,Glyco Deoxycholic acid (OK pure),Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,421,R-2ZG2S3,FlaBA,7,3,3a 12a glycine,Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,830,R-NCRUBZ,RDF1V,9,NA,Glycodeoxycholic Acid [100mg],Gly-DCA,DCA,3a_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,31,R-FKK655,GlyCBA,4,3,Glyco Dehydrocholate Na+ (G-DHC),Gly-DHCA,DHCA,3k_7k_12k,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,2,R-5B4XA6,GlyCBA,1,2,Glycohyocholic (3a6a7aOH) (impure),Gly-HCA,HCA,3a_6a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,80,R-SJTESV,GlyCBA,9,2,Hyocholyl-glycine GHCA Na+ (pure),Gly-HCA,HCA,3a_6a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,428,R-EGJUVN,FlaBA,7,10,3a6a7a glycine,Gly-HCA,HCA,3a_6a_7a,Gly,carboxylic_acid,NA,,NA,,,,
BA,840,R-BSSUGW,RDF1V,19,NA,Glycohyocholic Acid [liquid],Gly-HCA,HCA,3a_6a_7a,Gly,carboxylic_acid,NA,,NA,,,liquid,
BA,34,R-KNP4MV,GlyCBA,4,6,Glyco-Hyodeoxycholic Acid,Gly-HDCA,HDCA,3a_6a,Gly,carboxylic_acid,NA,,NA,,,,
BA,37,R-QUNNVE,GlyCBA,4,9,Glycohyodeoxycholate Na Salt + some Glycohyodeoxycholic acid ,Gly-HDCA,HDCA,3a_6a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,427,R-D3YAUV,FlaBA,7,9,3a6a glycine,Gly-HDCA,HDCA,3a_6a,Gly,carboxylic_acid,NA,,NA,,,,
BA,836,R-9ESTVP,RDF1V,15,NA,Glycohyodeoxycholic acid [liquid],Gly-HDCA,HDCA,3a_6a,Gly,carboxylic_acid,NA,,NA,,,liquid,
BA,9,R-DYFXAQ,GlyCBA,2,1,GL Acid from Na salt (~98% pure),Gly-LCA,LCA,3a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,72,R-EFQKAG,GlyCBA,8,4,Na+ lithocholylglycinate,Gly-LCA,LCA,3a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,74,R-HHV93K,GlyCBA,8,6,Litho gly Na+,Gly-LCA,LCA,3a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,75,R-JHSAJY,GlyCBA,8,7,Glyco lithocholic acid,Gly-LCA,LCA,3a,Gly,carboxylic_acid,NA,,NA,,,,
BA,76,R-KX47UD,GlyCBA,8,8,glycolithocholic acid,Gly-LCA,LCA,3a,Gly,carboxylic_acid,NA,,NA,,,,
BA,88,R-8ZURYW,GlyCBA,9,10,Glycolithocholate Na+ salt,Gly-LCA,LCA,3a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,419,R-XKN6H7,FlaBA,7,1,3a glycine,Gly-LCA,LCA,3a,Gly,carboxylic_acid,NA,,NA,,,,
BA,838,R-47FMP4,RDF1V,17,NA,Glycolithocholic Acid (sodium salt) [liquid],Gly-LCA,LCA,3a,Gly,carboxylic_acid,Sodium,,NA,,,liquid,
BA,60,R-UZQ9RV,GlyCBA,7,2,"Glyco 3a,12B (pure)",Gly-LDCA,LDCA,3a_12b,Gly,carboxylic_acid,NA,,NA,,,,
BA,401,R-4GBVVN,FlaBA,5,3,3a 12b glycine,Gly-LDCA,LDCA,3a_12b,Gly,carboxylic_acid,NA,,NA,,,,
BA,3,R-6NS7VF,GlyCBA,1,3,G-UC/Glycoursocholic acid,Gly-UCA,UCA,3a_7b_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,29,R-CFH756,GlyCBA,4,1,Glyco ursocholate Na+ (OK pure),Gly-UCA,CDCA,3a_7a,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,87,R-7GU9AE,GlyCBA,9,9,Glycoursocholic acid,Gly-UCA,UCA,3a_7b_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,418,R-WRKA4B,FlaBA,6,10,3a 7b 12a glycine,Gly-UCA,UCA,3a_7b_12a,Gly,carboxylic_acid,NA,,NA,,,,
BA,24,R-6S7S6P,GlyCBA,3,6,Glyco 3a 12b COOH,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,27,R-79YZKX,GlyCBA,3,9,Glyco ursodeoxycholic acid,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,49,R-AY63CP,GlyCBA,6,1,Glyco ursodeoxy-cholate Na,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,52,R-FKV9ZX,GlyCBA,6,4,UDC-glycine (pure),Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,58,R-QV58RN,GlyCBA,6,10,UDC glycine acid,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,68,R-23ZWKJ,GlyCBA,7,10,Na+ UDC glycinate,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,77,R-NCQR56,GlyCBA,8,9,glyco ursodeoxycholic acid,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,78,R-QAXY59,GlyCBA,8,10,UDC-glycinate Na+ salt,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,Sodium,,NA,,,,
BA,409,R-HASRWN,FlaBA,6,1,3a 7b glycine,Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,827,R-S9JG6K,RDF1V,6,NA,Glycoursodeoxycholic acid [100mg],Gly-UDCA,UDCA,3a_7b,Gly,carboxylic_acid,NA,,NA,,,,
BA,173,R-U5JUYG,UCFBA,1,5,Hyocholic acid 3a 6a 7a-trihydroxy-5b-cholan-24-oic acid,HCA,HCA,3a_6a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,182,R-MEBC8Y,UCFBA,2,4,Hyocholic Acid,HCA,HCA,3a_6a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,183,R-VDQHW5,UCFBA,2,5,Hyocholic acid,HCA,HCA,3a_6a_7a,NA,carboxylic_acid,NA,,NA,,,,
BA,239,R-EYJJV9,UCFBA,8,1,Hyocholate Na+ salt,HCA,HCA,3a_6a_7a,NA,carboxylic_acid,Sodium,,NA,,,,
